web-scraper-order,web-scraper-start-url,product-name,product-description-optional,product-code,discount-amount,list-price-before-discount,availability,product-image-src,offer-validity,offer-start-date,offer-end-date
1718405525-309,https://web.archive.org/web/20220629062057/https://www.costco.com/online-offers.html,Nature Made CoQ10 200 mg,140 ct,864024,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220629062057im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=864024-847__1&recipeName=350,Valid June 22 - July 24/ 2022,22-Jun-2022,24-Jul-2022
1718405525-310,https://web.archive.org/web/20220629062057/https://www.costco.com/online-offers.html,youtheory Turmeric 1000 mg,180 ct,1221450,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220629062057im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1221450-847__1&recipeName=350,Valid June 22 - July 24/ 2022,22-Jun-2022,24-Jul-2022
1718405525-311,https://web.archive.org/web/20220629062057/https://www.costco.com/online-offers.html,youtheory Turmeric 1000 mg,180 ct,1221450,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220629062057im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1221450-847__1&recipeName=350,Valid June 22 - July 24/ 2022,22-Jun-2022,24-Jul-2022
1718405525-312,https://web.archive.org/web/20220629062057/https://www.costco.com/online-offers.html,Kirkland Signature Energy Shot,48 ct,601180,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220629062057im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=601180-847__1&recipeName=350,Valid June 22 - July 24/ 2022,22-Jun-2022,24-Jul-2022
1718405525-313,https://web.archive.org/web/20220629062057/https://www.costco.com/online-offers.html,Kirkland Signature Energy Shot,48 ct,601180,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220629062057im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=601180-847__1&recipeName=350,Valid June 22 - July 24/ 2022,22-Jun-2022,24-Jul-2022
1718405525-314,https://web.archive.org/web/20220629062057/https://www.costco.com/online-offers.html,Kirkland Signature Energy Shot,48 ct,744073,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220629062057im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=744073-847__1&recipeName=350,Valid June 22 - July 24/ 2022,22-Jun-2022,24-Jul-2022
1718405525-315,https://web.archive.org/web/20220629062057/https://www.costco.com/online-offers.html,Kirkland Signature Energy Shot,48 ct,744073,8,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220629062057im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=744073-847__1&recipeName=350,Valid June 22 - July 24/ 2022,22-Jun-2022,24-Jul-2022
1718405637-1,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,"HP Pavilion 15.6"" 1080p Touchscreen Laptop",16GB Memory 1TB SSD. 2GB GeForce MX550 Graphics.,1649148,200,1100,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-hp-pavilion-laptop.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-2,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,"Dell Inspiron 27"" 1080p All-In-One Touchscreen Desktop",32GB Memory 1TB SSD. 2GB GeForce MX550 Graphics.,1669208,250,1400,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-dell-inspiron-all-in-one.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-3,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,"Lenovo 15.6"" 1080p Touchscreen Laptop",12GB Memory 512GB SSD.,1651600,100,750,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-lenovo-15.6-laptop.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-4,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,"Lenovo Flex 14"" 2.2K Touchscreen 2-in-1 Laptop",16GB Memory 512GB SSD.,1651696,250,850,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-lenovo-14-laptop.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-5,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,"Samsung 85"" Class - Q80BD Series - 4K UHD QLED LCD TV",,9785888,2599,,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-samsung-85-tv.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-6,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,LG 5.5 cu. ft. Top Load Washer and 7.3 cu. ft. TurboSteam Dryer,Electric or Gas,LG7880,850,,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-lg-laundry.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-7,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Select Samsung Appliances,,SSAUG22,550,,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-samsung-appliances.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-8,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Bio Bidet USPA 6800 Luxury Bidet Seat,,707823,100,320,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=100015779-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-9,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,SafeRacks Storage Combo Kit,,vary,190,490,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=100133736-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-10,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Yardline Crestwood 14' x 8' Wood Storage Shed,,1050957,700,3300,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1050582-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-11,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Disney Mickey Mouse Indoor Rug Collection,,100780594,20,,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1571330-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-12,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,La-Z-Boy Addison Pet Sofa with Throw Blanket,,1549168,40,,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1549168-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-13,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Austin 4-Piece Top-Grain Leather Living Room Set,,1030048,800,3800,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=100240677-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-14,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Bali Window Treatments Custom Fit DIY Installation,,100040824,0,,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-bali.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-15,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Hisense 35-Pint Dehumidifier,,1425303,40,140,ONLINE-ONLY,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1425303-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-16,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Kirkland Signature Fragrance Free Baby Wipes,900 ct,1493488,4,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1493488-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-17,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Aveeno Daily Moisturizing Lotion,2/20 fl oz,570816,4,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=570816-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-18,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,BUY Pantene Advanced Care 5-in-1 Shampoo AND Conditioner,38.2 fl oz,1376912,5,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/22w09171/22w09171-email-may-mvm-pantene.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-19,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Neutrogena Rainbath Original Scent Shower and Bath Gel,40 fl oz,414510,5,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=11745724-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-20,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Neutrogena Hydro Boost Gel-Cream,2/1.7 oz,1553364,9,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1553364-inc__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-21,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Orgain USDA Organic Kids Nutritional Chocolate Protein Shake,24/8 fl oz,9022010,9,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=9022010-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-22,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,RoC Retinol Correxion Serum,2/1.7 fl oz,1627435,10,40,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1627435-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-23,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Olay Firming & Hydrating Body Lotion with Collagen,2/17 fl oz,1664520,4,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1664520-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-24,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Foster Grant Reading Glasses,2 pk OR 3 pk.,,5,19,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-foster-glasses.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-25,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,BUY ONE PAIR of prescription eyeglasses AND GET $50 OFF each additional pair of prescription eyeglasses.,,,,,WAREHOUSE-ONLY,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-optical.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-26,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,"LG gram 17"" WQXGA Laptop",16GB Memory 512GB SSD.,1655234,400,1600,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-lg-gram-17.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-27,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,"HP Pavilion 15.6"" 1080p Touchscreen Laptop",12GB Memory 512GB SSD.,1658290,120,700,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-hp-pavilion-15.6.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-28,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Microsoft Surface Pro 8 Bundle,8GB Memory 256GB SSD.,1598327,350,1350,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-surface-pro-8.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-29,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,"Lenovo Slim 7i 14"" QHD+ Touchscreen Laptop",16GB Memory 1TB SSD.,1648995,300,1200,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-lenovo-7i.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-30,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Samsung HW-Q67CB Soundbar,,1651352,160,480,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1651352-847__7&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-31,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,"Hisense 55"" Class - A65H Series - 4K UHD LED LCD TV",,9755165,269,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=9755165-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-32,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Arlo Pro 4 XL Spotlight 3-Camera Wire-Free Security Bundle,,1557527,100,500,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1557527-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-33,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Netgear Nighthawk AX5400 Wi-Fi 6 Router,,1609893,60,200,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1609893-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-34,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,"Samsung Galaxy Tab A8 10.5"" Tablet 64GB",Includes book cover.,1623093,100,300,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1623093-847__1&recipeName=350,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-35,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,Dell Inspiron Desktop,12GB Memory 1TB HDD + 256GB SSD.,1647380,200,750,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-dell-inspiron.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
1718405637-36,https://web.archive.org/web/20220801232307/https://www.costco.com/online-offers.html,"Samsung 65"" Class - Q80BD Series - 4K UHD QLED LCD TV",,9765888,1199,,IN-WAREHOUSE + ONLINE,https://web.archive.org/web/20220801232307im_/https://mobilecontent.costco.com/live/resource/img/mvm_8-3-22/b2c-august-mvm-us220803-samsung-65-tv.jpg,Valid August 3 - 28/ 2022,3-Aug-2022,28-Aug-2022
